Date,Close,High,Low,Open,Volume
,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS
2024-01-01,1411.36865234375,1422.7832598100515,1384.0687625996686,1388.7772417333613,1222315
2024-01-02,1397.8614501953125,1416.1723834892946,1390.0613985514963,1411.6541012479224,1440888
2024-01-03,1367.6126708984375,1393.5333422821848,1365.4724319768438,1388.777255789754,1651716
2024-01-04,1350.6806640625,1374.3185017036515,1348.0173258726943,1366.8989619359313,3392241
2024-01-05,1362.9039306640625,1368.6587245483845,1352.5356408734456,1355.4843907108652,1776925
2024-01-08,1377.267333984375,1381.7380081408758,1360.763739663622,1364.9966095327477,2025264
2024-01-09,1389.15771484375,1408.705159939516,1381.5003694263905,1389.3479118502953,3119270
2024-01-10,1419.311279296875,1434.4356572616375,1394.53213883901,1402.9503885381903,4368914
2024-01-11,1412.367431640625,1426.8258875213528,1402.094238804316,1426.8258875213528,2271368
2024-01-12,1465.635498046875,1479.142735747095,1425.3989643196282,1431.5818760767704,5862043
2024-01-15,1510.72314453125,1540.5913885052967,1498.6427322660238,1531.459726403236,9712071
2024-01-16,1479.5709228515625,1509.5818755186488,1462.9722271882054,1509.5818755186488,4459799
2024-01-17,1499.0233154296875,1507.6793693429001,1442.5685938133324,1445.8502469408254,3846289
2024-01-18,1491.0806884765625,1506.918363240661,1462.0685615383932,1500.0696452948557,3205598
2024-01-19,1502.966552734375,1524.1027413289553,1493.4769500293446,1504.9316376644401,2374099
2024-01-23,1460.5028076171875,1502.918879681974,1454.1763660334823,1494.2918819738818,3196630
2024-01-24,1511.06640625,1515.6674008984787,1460.5504781544118,1466.685254696847,2136023
2024-01-25,1486.0003662109375,1504.9318335437329,1473.0598695530773,1504.9318335437329,2641656
2024-01-29,1509.2933349609375,1522.7609670810077,1486.0003937408023,1500.139084795585,2521598
2024-01-30,1494.67529296875,1526.451306850599,1490.553458465642,1514.517340434543,1939386
2024-01-31,1510.68310546875,1515.7634952040341,1482.261918311986,1494.6752792647496,7025931
2024-02-01,1512.0250244140625,1530.8126832863582,1501.4329424497373,1510.6830237065124,2845408
2024-02-02,1518.11181640625,1547.0122794388783,1509.724458304558,1519.1183461829066,2337374
2024-02-05,1490.8887939453125,1522.66492195105,1487.1504052956143,1519.2620042162062,1452864
2024-02-06,1556.4539794921875,1559.5692838391312,1493.4769507291962,1501.0974176349596,4988311
2024-02-07,1548.4022216796875,1562.3492475697549,1532.681891954159,1560.5279691666565,3320199
2024-02-08,1566.087646484375,1579.4114711246668,1550.27148453388,1558.6108685760482,3496692
2024-02-09,1563.02001953125,1578.5007087579424,1547.7311115431162,1572.0304614319268,3341297
2024-02-12,1597.8636474609375,1615.165616747466,1571.0720746878912,1571.0720746878912,4885445
2024-02-13,1596.569580078125,1605.5800227122902,1580.2741410416422,1605.5800227122902,3129897
2024-02-14,1602.22509765625,1607.4013193996946,1558.0835816641963,1581.3765210041272,1386643
2024-02-15,1593.6461181640625,1626.189022923564,1581.7120347918021,1608.455750348211,2555162
2024-02-16,1598.3427734375,1607.497022127052,1581.6640070672677,1605.5799117846227,1776881
2024-02-19,1605.8197021484375,1613.2005308590049,1590.8662634682805,1600.787287024558,762624
2024-02-20,1594.1253662109375,1603.4233053950225,1576.8233970257434,1592.160281130553,2240414
2024-02-21,1568.4840087890625,1595.8028335257009,1564.4101489599147,1586.9361974269673,2890991
2024-02-22,1616.507568359375,1621.300344524452,1571.0720269122182,1575.8648030772952,3820901
2024-02-23,1596.7135009765625,1627.0038252440675,1594.5087769682946,1626.6683542891951,2191549
2024-02-26,1581.424560546875,1599.6849685719703,1571.5513942785149,1596.7134705821506,1844253
2024-02-27,1590.051513671875,1604.0463970795483,1579.6990700491358,1580.657625310088,2049420
2024-02-28,1583.4375,1602.7044378421658,1576.056554092725,1595.7069374514358,936575
2024-02-29,1594.89208984375,1608.2160308912692,1568.8194344933886,1574.0914882379284,3532888
2024-03-01,1575.960693359375,1609.6059598776699,1571.16791701742,1606.0113776212038,2371138
2024-03-04,1570.0654296875,1585.4502873211575,1567.237738675993,1580.6575113619035,1788071
2024-03-05,1552.236572265625,1562.3972355056153,1540.4464117459654,1556.6938780156215,3339546
2024-03-06,1576.0565185546875,1581.6161858913679,1537.3788370473903,1546.1496411168343,2366177
2024-03-07,1569.778076171875,1585.9776837903933,1562.5409370104364,1581.616210466166,3181239
2024-03-11,1570.736572265625,1591.0100390562889,1564.4101310643691,1586.4089270856637,2970902
2024-03-12,1567.81298828125,1595.994536838464,1565.3687425306152,1568.1006016689212,2414182
2024-03-13,1563.8829345703125,1582.8144012928155,1543.6094670576567,1570.832460329206,2564135
2024-03-14,1609.6539306640625,1613.2485129120842,1543.2739784839307,1566.2793048712688,3513306
2024-03-15,1579.028076171875,1607.497119680182,1574.762435194426,1607.497119680182,3931561
2024-03-18,1575.2896728515625,1594.3649451427038,1566.518869181317,1581.5202817851275,1183544
2024-03-19,1532.8736572265625,1573.5164233822231,1528.0329063913323,1573.5164233822231,1915379
2024-03-20,1521.322998046875,1551.9967657277844,1512.6960008866192,1538.241521435604,1815178
2024-03-21,1529.6624755859375,1552.8114906717728,1517.728392822338,1541.3568025320371,2684744
2024-03-22,1493.2852783203125,1506.321606366187,1445.692986579975,1495.346195517645,7468824
2024-03-26,1497.5030517578125,1526.5473248181602,1491.080777905029,1497.5030517578125,4496344
2024-03-27,1482.1180419921875,1511.497783038715,1476.175046402036,1503.9731479251914,2589697
2024-03-28,1479.5780029296875,1496.3527198045483,1467.5480877378316,1484.8020822376886,5301493
2024-04-01,1492.18310546875,1503.9733833857963,1483.8437205106518,1484.8022758856587,1014857
2024-04-02,1464.9600830078125,1500.139015022084,1461.8926359014013,1494.3876833350985,2031775
2024-04-03,1472.197021484375,1493.8603462049705,1455.086834090479,1462.1321916043025,3343884
2024-04-04,1475.839599609375,1488.1570110490022,1455.7577971118862,1476.9419615383056,3388449
2024-04-05,1481.20751953125,1483.5559331201616,1460.6465559529556,1478.5235179915162,2773570
2024-04-08,1476.2230224609375,1489.5948210578713,1473.922466516536,1489.5948210578713,1820136
2024-04-09,1476.654541015625,1497.0718171116362,1470.9511833935735,1476.1752633327249,2432095
2024-04-10,1475.3603515625,1487.8215699402303,1472.532543339331,1477.1816299583963,1829986
2024-04-12,1458.44189453125,1479.002858990476,1453.3615046173502,1473.299501738108,4319991
2024-04-15,1442.673583984375,1467.068767585043,1432.0815019745535,1444.6385519832143,3295684
2024-04-16,1416.0738525390625,1439.3666771264907,1406.488299125845,1424.748708171334,2446933
2024-04-18,1406.0567626953125,1419.5245109311832,1391.9180725804822,1415.8340965746252,5180223
2024-04-19,1387.5087890625,1395.177231420013,1375.526847878886,1382.2367349417098,5219506
2024-04-22,1405.1461181640625,1412.239450183001,1390.3843443973274,1392.0138414642802,1939632
2024-04-23,1425.0362548828125,1439.222803063717,1410.1306732184191,1413.7732301494207,2783858
2024-04-24,1417.94287109375,1434.9092524240646,1415.1151798757444,1428.247340158653,1321471
2024-04-25,1441.8109130859375,1452.2591887885028,1418.613805661991,1418.613805661991,4558032
2024-04-26,1412.7667236328125,1467.979486219129,1404.235557951103,1453.9846020617617,4328477
2024-04-29,1329.899658203125,1376.4854227865694,1323.7648808274737,1356.3557613112782,11493223
2024-04-30,1309.9615478515625,1339.9643732161248,1305.9835202632507,1319.35543586653,7606726
2024-05-02,1304.3060302734375,1320.793250127902,1301.7179780052738,1301.7179780052738,6555505
2024-05-03,1292.1802978515625,1313.220536281699,1278.281248379968,1313.220536281699,5964228
2024-05-06,1302.4849853515625,1308.4279813929923,1292.6118189805493,1301.7180943089256,2504082
2024-05-07,1292.9163818359375,1310.3535091520662,1288.2536190240644,1309.4305854480706,5096525
2024-05-08,1276.11083984375,1295.8792895473562,1269.942322714104,1292.916399660943,6832455
2024-05-09,1282.327880859375,1300.7363122292245,1276.9364319830588,1277.4221438248173,5653762
2024-05-10,1278.587890625,1285.0965008905864,1266.3479751075997,1282.376466961386,3357203
2024-05-13,1275.3822021484375,1284.1250154669601,1264.4536855002843,1278.5878292160323,2316566
2024-05-14,1283.2991943359375,1289.0304987109016,1271.3020180092003,1284.2219993232331,3200462
2024-05-15,1294.8106689453125,1301.999228016722,1280.5792880733854,1281.5507117700085,2975965
2024-05-16,1309.6248779296875,1318.9991403013978,1290.5363786094679,1306.5648695745083,5055915
2024-05-17,1295.1019287109375,1312.393316659302,1292.1876578375268,1312.393316659302,2487831
2024-05-21,1303.5535888671875,1311.2763604543939,1276.450841797551,1276.450841797551,4966721
2024-05-22,1304.6705322265625,1314.239031108147,1301.7076427710438,1310.401836683624,2390777
2024-05-23,1314.8704833984375,1319.6303642531645,1299.7647987307682,1308.167636728945,3326149
2024-05-24,1306.7591552734375,1321.1362739224517,1302.533485760747,1321.1362739224517,1769966
2024-05-27,1314.6275634765625,1320.7474608126156,1299.7647354367587,1312.3932418348738,1942325
2024-05-28,1319.58203125,1324.342031289217,1307.147759953515,1319.0477007605575,2147233
2024-05-29,1314.4334716796875,1327.5476924969569,1308.4591918131975,1326.964861954812,3845920
2024-05-30,1293.79052734375,1312.927643847812,1287.233417894746,1307.5361953125037,4150461
2024-05-31,1286.2620849609375,1302.5820503952298,1278.1507208611172,1293.7906185628176,10319045
2024-06-03,1276.8878173828125,1316.0362393844932,1272.4192921409763,1311.9563073336847,5384064
2024-06-04,1266.29931640625,1287.1363057725662,1199.7081793427315,1287.1363057725662,5447244
2024-06-05,1305.3018798828125,1318.1247429056111,1278.4906114998491,1282.2791873607212,3005139
2024-06-06,1357.5645751953125,1359.798897063135,1312.2962560107435,1315.307645663294,5936709
2024-06-07,1390.593017578125,1397.5387207047113,1358.050323838085,1366.7931370816777,5884025
2024-06-10,1378.207275390625,1400.7928747935023,1357.5645232482104,1398.8500275330396,3293739
2024-06-11,1387.97021484375,1396.8586467361413,1374.9531136894268,1384.2787573912428,2269082
2024-06-12,1397.6358642578125,1429.9357026498697,1393.5073134858956,1429.9357026498697,5990861
2024-06-13,1402.881591796875,1416.0443120803466,1396.0330071241997,1406.3786934795612,4232861
2024-06-14,1390.1558837890625,1404.6786201538457,1383.6958926978214,1402.8815100892725,3065114
2024-06-18,1396.1300048828125,1398.6071825921206,1386.2701498242418,1390.155844375635,2223029
2024-06-19,1404.5328369140625,1410.4099973300947,1389.427270560883,1398.8986509884148,3117522
2024-06-20,1402.201416015625,1407.5442460748347,1388.6987221861218,1407.5442460748347,3163919
2024-06-21,1406.475830078125,1439.6013557034341,1398.0729910595028,1420.2214996357325,6489262
2024-06-24,1399.67578125,1402.6871709322177,1385.8329938531363,1396.7615102190812,1988692
2024-06-25,1406.57275390625,1408.6613383622293,1385.6871465104218,1399.7727887076082,2079037
