Date,Close,High,Low,Open,Volume
,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS
2024-01-01,3327.10400390625,3342.4849905977576,3320.295010653045,3333.863725956344,283951
2024-01-02,3322.450439453125,3329.846860105509,3277.0420039061346,3327.005873023986,552394
2024-01-03,3305.060791015625,3329.9446595542454,3296.6354161223994,3322.4501754543094,379131
2024-01-04,3311.281982421875,3332.149293751388,3295.460185820955,3303.4935445879255,777127
2024-01-05,3287.377685546875,3311.722681970011,3279.9810257798613,3311.2818721413737,416956
2024-01-08,3231.388671875,3307.902065735887,3227.910986029083,3286.8388658504073,545884
2024-01-09,3201.116455078125,3247.651430324096,3195.9731157088336,3242.753011877152,670704
2024-01-10,3220.073486328125,3226.0984454507625,3192.005404629012,3225.118761744279,691087
2024-01-11,3221.395751953125,3241.9691087427286,3204.251287961789,3220.0733225249987,537469
2024-01-12,3211.20751953125,3228.009000568864,3178.0941601619975,3228.009000568864,673004
2024-01-15,3207.386474609375,3220.4163160814473,3192.397504853848,3215.517897421315,728116
2024-01-16,3229.9189453125,3252.5497334069305,3207.386221255765,3208.414936929254,748215
2024-01-17,3176.428466796875,3237.2178874228375,3128.179045203001,3227.176129629189,2239241
2024-01-18,3099.572265625,3191.7603551847656,2986.663722999068,3191.7603551847656,1979174
2024-01-19,3101.53173828125,3136.506398546003,3084.6321944509973,3113.2389106637706,936201
2024-01-23,2992.639892578125,3045.8367678488526,2960.1634720541006,3024.8225993226833,2365225
2024-01-24,2938.51220703125,2992.9336840486785,2915.636736293274,2992.9336840486785,2665932
2024-01-25,2889.283203125,2954.7261239993004,2882.5234810732354,2948.897053653127,2001961
2024-01-29,2915.587646484375,2927.7356283724102,2880.319034212627,2880.319034212627,1862723
2024-01-30,2894.083984375,2943.9497936941125,2891.095900974562,2929.2545368204314,1273188
2024-01-31,2897.757568359375,2911.5219331929525,2888.1566201286,2905.741894954122,1771244
2024-02-01,2869.83642578125,2912.452665001467,2860.6272558666938,2900.8433179554513,3006472
2024-02-02,2876.645263671875,2902.1660716048905,2864.6441384823547,2890.0668823742412,1881911
2024-02-05,2858.080322265625,2904.762154643563,2852.8389188270003,2890.066899223781,923435
2024-02-06,2871.403564453125,2887.12753387686,2843.67847107622,2871.452596468638,1471312
2024-02-07,2920.583984375,2941.9411370012263,2876.4003927441877,2896.924718548104,1134012
2024-02-08,2870.08154296875,2938.8062607617794,2860.4805946057645,2938.8062607617794,1633654
2024-02-09,2891.683349609375,2898.88412060654,2851.4184923212033,2870.473292793904,1144765
2024-02-12,2893.789794921875,2904.713172633078,2860.725469658098,2891.6833314337523,614469
2024-02-13,2911.22802734375,2920.681878885353,2885.854077323661,2904.7129875688747,717118
2024-02-14,2915.9306640625,2920.241416139213,2876.400567631576,2909.5627195865304,750339
2024-02-15,2955.264892578125,2963.0533301029986,2907.162327569451,2919.4574057553104,1068730
2024-02-16,2946.79052734375,2973.34005148227,2939.051121728768,2973.34005148227,1179473
2024-02-19,2937.189697265625,2957.371037294457,2926.804954724745,2946.790405856323,560700
2024-02-20,2950.46435546875,2955.803823043437,2911.7180560049883,2937.1898325160923,729371
2024-02-21,2940.814453125,2965.2575125618396,2922.8861943431893,2950.8562106219056,927130
2024-02-22,2956.097412109375,2965.6983599177393,2872.5305863484627,2922.396389511678,2615821
2024-02-23,2925.286376953125,2943.9493985135955,2905.937624666721,2938.071296553169,1650523
2024-02-26,2810.173583984375,2870.47316189372,2789.943211809132,2860.676325163707,3524491
2024-02-27,2801.45458984375,2811.6922367372144,2792.1966266564655,2796.9969811445117,1296180
2024-02-28,2737.5791015625,2801.3073316159157,2728.908805592479,2792.245257858339,2472196
2024-02-29,2764.5693359375,2780.3423391716333,2720.3367125774603,2728.4191030983084,2284424
2024-03-01,2774.21923828125,2788.130698588011,2757.858568794405,2775.345778831855,978174
2024-03-04,2774.21923828125,2802.8259536685155,2770.545424511124,2801.8953020162003,971299
2024-03-05,2763.099853515625,2777.2564745387863,2748.012819980129,2776.4236477089785,736381
2024-03-06,2769.85986328125,2781.322115109371,2721.3164865252043,2770.4965620348016,1723066
2024-03-07,2812.23095703125,2835.204490850436,2767.606318815647,2767.606318815647,1564364
2024-03-11,2818.403076171875,2837.702796733778,2795.1355888899984,2836.7231130587516,866546
2024-03-12,2817.717041015625,2840.984527758784,2807.2344737716653,2821.4889187493795,663186
2024-03-13,2802.0419921875,2828.5915137922834,2777.40304497398,2820.1173462055963,955841
2024-03-14,2833.490234375,2839.1724477775033,2783.2814438099663,2801.8954344584668,1381741
2024-03-15,2809.2919921875,2838.0945967869015,2792.098495719845,2836.184261441737,1356226
2024-03-18,2788.669677734375,2807.7735100603263,2760.0139292454483,2807.7735100603263,940424
2024-03-19,2757.907470703125,2782.3014973136815,2744.0938359069087,2782.3014973136815,1199135
2024-03-20,2767.50830078125,2779.4116008675,2740.714095943463,2757.9075921698795,818910
2024-03-21,2763.83447265625,2787.5918015051116,2748.9923608208437,2787.200023711796,1167680
2024-03-22,2783.771240234375,2797.1438270992485,2750.951836205569,2763.8345812192665,1652689
