Date,Close,High,Low,Open,Volume
,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS
2024-01-01,728.913330078125,732.6981587804224,726.3118279629344,732.6981587804224,3314890
2024-01-02,741.9955444335938,743.4985045887192,727.0159237131932,731.404972088985,11129900
2024-01-03,737.4766845703125,747.5679974059236,735.8189666585452,743.4835272443087,5534050
2024-01-04,769.5081176757812,772.344286074498,754.9728993939138,754.9728993939138,29118790
2024-01-05,770.0673217773438,777.841778890251,766.2674987206934,772.4440930878942,10526010
2024-01-08,772.5489501953125,781.9362035847583,762.0932041630709,766.6570026017097,11212090
2024-01-09,771.495361328125,779.9388909724345,768.7540957104246,776.3438065088956,12470830
2024-01-10,767.011474609375,772.4740744879624,764.9592739497957,770.5516411278053,5590720
2024-01-11,765.9329223632812,778.2711776470043,764.0654679214746,766.9565541243525,6517410
2024-01-12,765.0641479492188,770.846320647318,760.6651642905651,767.3560738409577,8086380
2024-01-15,746.7839965820312,768.7491084121253,744.387293890126,768.7491084121253,9972200
2024-01-16,744.6519165039062,760.4155051132038,741.7808224830869,746.4844454130421,11947230
2024-01-17,734.8851928710938,746.8039748361682,729.2278506656946,729.3377475368843,13802710
2024-01-18,725.56787109375,734.1761548011984,722.4171892759937,728.6087169896708,16869960
2024-01-19,730.9155883789062,737.8761505189708,725.1384747927573,735.0000584575237,8308100
2024-01-23,706.109375,734.5007424057815,703.3031951319571,734.2910057710601,25332970
2024-01-24,704.5714721679688,709.4348507439128,698.7293836058868,709.4348507439128,20636750
2024-01-25,707.5873413085938,711.6118953481102,702.6440542612984,704.5714857727418,11683490
2024-01-29,718.1879272460938,721.513420206011,707.547434724132,707.5873584377035,18603610
2024-01-30,680.7937622070312,697.9004936685822,679.5754489985943,697.9004936685822,41531470
2024-01-31,685.3575439453125,691.1596476982066,680.2744936530701,681.0733945353927,18105120
2024-02-01,673.4138793945312,687.0602923259142,672.3852494846659,685.657232839354,19111370
2024-02-02,683.8995971679688,690.0611974505036,674.3825155061164,674.5822559736833,13675080
2024-02-05,659.9221801757812,688.5632066039369,659.1032869595335,688.4633668504413,17712220
2024-02-06,658.9185791015625,668.9898995835802,652.6121562098159,663.8967918620178,24395330
2024-02-07,670.0084228515625,672.844591042641,661.6248703488116,663.1976816789481,15382370
